date,ticker,entry_price,exit_price,return_pct
2015-01-31,NTAP,28.5442,29.1861,2.2487
2015-01-31,PM,46.0701,47.6318,3.3899
2015-01-31,ALB,41.0066,48.0676,17.2192
2015-01-31,GWW,196.426,198.2123,0.9094
2015-01-31,IBM,91.6245,97.4611,6.3701
2015-01-31,MCD,69.66,75.1757,7.918
2015-01-31,NDSN,64.4975,68.2923,5.8836
2015-01-31,VRSN,53.6659,63.0633,17.511
2015-01-31,AME,44.4169,49.2759,10.9395
2015-02-28,NTAP,29.1861,26.7772,-8.2535
2015-02-28,LYB,47.3598,48.4017,2.2
2015-02-28,GWW,198.2123,197.2919,-0.4643
2015-02-28,ALB,48.0676,45.1427,-6.0849
2015-02-28,IBM,97.4611,96.5945,-0.8892
2015-02-28,VRSN,63.0633,65.9692,4.6079
2015-02-28,ADM,34.3865,34.0418,-1.0026
2015-02-28,WY,22.8453,21.57,-5.5825
2015-02-28,OXY,55.6584,52.6601,-5.387
2015-03-31,NTAP,26.7772,27.5005,2.7011
2015-03-31,LYB,48.4017,57.0677,17.9043
2015-03-31,GWW,197.2919,207.8505,5.3518
2015-03-31,TGT,58.5384,56.2274,-3.9478
2015-03-31,IBM,96.5945,103.0883,6.7228
2015-03-31,VRSN,65.9692,62.5609,-5.1665
2015-03-31,ADM,34.0418,35.1047,3.1224
2015-03-31,WY,21.57,20.5029,-4.9472
2015-03-31,OXY,52.6601,57.7818,9.726
2015-04-30,NTAP,27.5005,25.3384,-7.862
2015-04-30,MPC,35.0576,36.9756,5.4707
2015-04-30,IDXX,62.685,67.8,8.1598
2015-04-30,TGT,56.2274,56.954,1.2923
2015-04-30,VRSN,62.5609,62.2457,-0.5039
2015-04-30,ADM,35.1047,38.1569,8.6947
2015-04-30,PKG,49.8679,49.8607,-0.0145
2015-04-30,WY,20.5029,21.1861,3.3323
2015-04-30,OXY,57.7818,56.404,-2.3845
2015-05-31,NTAP,25.3384,23.9425,-5.509
2015-05-31,TGT,56.954,58.6126,2.9122
2015-05-31,GWW,202.0341,198.9405,-1.5312
2015-05-31,VRSN,62.2457,60.7977,-2.3263
2015-05-31,PKG,49.8607,45.4077,-8.9309
2015-05-31,ADM,38.1569,34.8141,-8.7607
2015-05-31,WY,21.1861,20.6814,-2.3824
2015-05-31,OXY,56.404,56.6381,0.4151
2015-06-30,NTAP,23.9425,23.7668,-0.7337
2015-06-30,IDXX,64.14,72.73,13.3926
2015-06-30,TGT,58.6126,58.7706,0.2696
2015-06-30,MCD,72.8924,76.565,5.0384
2015-06-30,GWW,198.9405,192.2657,-3.3552
2015-06-30,IBM,98.6353,98.229,-0.4119
2015-06-30,VRSN,60.7977,69.8799,14.9384
2015-06-30,PKG,45.4077,51.4388,13.2821
2015-06-30,ADM,34.8141,34.2365,-1.6591
2015-06-30,WY,20.6814,20.1496,-2.5714
2015-06-30,OXY,56.6381,51.1251,-9.7338
2015-07-31,NTAP,23.7668,24.3848,2.6003
2015-07-31,LYB,51.7259,47.5093,-8.1518
2015-07-31,GWW,192.2657,188.8085,-1.7982
2015-07-31,TGT,58.7706,56.1946,-4.3832
2015-07-31,IBM,98.229,90.4234,-7.9463
2015-07-31,NDSN,65.9642,59.4088,-9.9378
2015-07-31,ADM,34.2365,32.676,-4.5582
2015-07-31,WY,20.1496,18.344,-8.9606
2015-07-31,OXY,51.1251,53.1716,4.0029
2015-08-31,NTAP,24.3848,22.5842,-7.3843
2015-08-31,LYB,47.5093,46.3852,-2.3659
2015-08-31,PH,90.8209,82.0813,-9.6229
2015-08-31,GWW,188.8085,181.685,-3.7729
2015-08-31,TGT,56.1946,56.8816,1.2225
2015-08-31,BA,116.478,116.7187,0.2066
2015-08-31,ALB,38.8073,38.1177,-1.777
2015-08-31,NDSN,59.4088,56.2116,-5.3818
2015-08-31,MCD,73.4959,76.2109,3.694
2015-08-31,IBM,90.4234,88.638,-1.9744
2015-08-31,ADM,32.676,30.1049,-7.8684
2015-08-31,BIIB,297.3,291.81,-1.8466
2015-08-31,WY,18.344,18.1536,-1.0379
2015-08-31,PKG,48.7647,44.083,-9.6007
2015-08-31,TDY,97.91,90.3,-7.7724
2015-08-31,OXY,53.1716,48.7,-8.4097
2015-09-30,CPRT,4.1125,4.5262,10.0608
2015-09-30,NTAP,22.5842,26.0912,15.5287
2015-09-30,LYB,46.3852,51.6993,11.4564
2015-09-30,CMI,81.514,77.7078,-4.6693
2015-09-30,PH,82.0813,88.3238,7.6053
2015-09-30,GWW,181.685,177.4515,-2.3301
2015-09-30,NDSN,56.2116,63.6243,13.1872
2015-09-30,TGT,56.8816,55.8113,-1.8815
2015-09-30,ALB,38.1177,46.2598,21.3605
2015-09-30,IBM,88.638,85.6482,-3.3731
2015-09-30,ADM,30.1049,33.1626,10.1568
2015-09-30,BIIB,291.81,290.51,-0.4455
