date,ticker,entry_price,exit_price,return_pct
2015-01-31,TTWO,29.72,26.49,-10.8681
2015-01-31,AXON,27.01,23.48,-13.0692
2015-01-31,WSM,30.1,30.9463,2.8115
2015-01-31,URI,79.8951,89.741,12.3235
2015-02-28,AXON,23.48,24.11,2.6831
2015-02-28,TTWO,26.49,25.46,-3.8883
2015-02-28,DXCM,15.185,15.585,2.6342
2015-02-28,WSM,30.9463,30.6616,-0.9199
2015-02-28,WAB,89.1994,89.3122,0.1264
2015-03-31,DXCM,15.585,16.8925,8.3895
2015-03-31,TTWO,25.46,23.7,-6.9128
2015-03-31,CGNX,22.7256,20.5717,-9.4778
2015-03-31,MIDD,102.65,101.34,-1.2762
2015-03-31,WSM,30.6616,28.414,-7.3305
2015-03-31,CRM,65.8433,71.7664,8.9957
2015-03-31,WAB,89.3122,88.4098,-1.0104
2015-04-30,DXCM,16.8925,17.93,6.1418
2015-04-30,TTWO,23.7,27.37,15.4852
2015-04-30,CGNX,20.5717,23.1289,12.4304
2015-04-30,MIDD,101.34,108.7,7.2627
2015-04-30,CRM,71.7664,71.6974,-0.0961
2015-04-30,WAB,88.4098,94.342,6.7099
2015-05-31,DXCM,17.93,19.995,11.517
2015-05-31,CRM,71.6974,68.6225,-4.2887
2015-05-31,CGNX,23.1289,22.0735,-4.5631
2015-05-31,MIDD,108.7,112.23,3.2475
2015-05-31,CIEN,24.12,23.68,-1.8242
2015-05-31,WAB,94.342,88.642,-6.0419
2015-06-30,DXCM,19.995,21.1625,5.839
2015-06-30,CGNX,22.0735,20.7748,-5.8836
2015-06-30,CIEN,23.68,25.45,7.4747
2015-06-30,MIDD,112.23,122.7,9.3291
2015-06-30,CRM,68.6225,72.2394,5.2707
2015-06-30,WAB,88.642,95.1791,7.3748
2015-07-31,DXCM,21.1625,23.535,11.2109
2015-07-31,MIDD,122.7,108.55,-11.5322
2015-07-31,CIEN,25.45,22.36,-12.1415
2015-07-31,CGNX,20.7748,16.3188,-21.4491
2015-07-31,CRM,72.2394,68.3564,-5.3752
2015-07-31,NKE,50.1236,48.6141,-3.0116
2015-07-31,WAB,95.1791,90.1445,-5.2896
2015-08-31,DXCM,23.535,21.465,-8.7954
2015-08-31,MIDD,108.55,105.19,-3.0953
2015-08-31,CIEN,22.36,20.72,-7.3345
2015-08-31,CGNX,16.3188,15.805,-3.1486
2015-08-31,NKE,48.6141,53.6307,10.3193
2015-08-31,CRM,68.3564,68.4254,0.1009
